0,1,2,3,4,5,6,7,8,9,10,11,speaker
-19.71646612425644,-2.8743148852561373,2.963630291817938,8.795592898957116,12.021779566021953,10.528279589512508,7.862900943163403,-0.42115198625829997,-0.9329136343403719,-8.035692095056298,-8.130366137103067,0.02552376730644121,ali_karatana
-18.75796344986496,-1.6328610600877846,0.3874402796437193,7.795088617540851,9.198710642009758,5.415878352982741,3.1332690647706904,2.7772218416272123,-2.032448921854247,-1.1001755152948793,-4.337333381470986,-5.469714016021414,ali_karatana
-18.446841595223972,-2.5038386142253772,0.47297457968815354,7.012945007014488,8.042595796662392,7.118956354882571,1.0900489816254448,10.793257048915093,10.584731955851346,2.2207532161240113,-6.727367955422592,-8.256311371658375,ali_karatana
-18.681498434766713,-1.0872943963622062,1.6635366427264986,6.556331770844251,2.5656562899178508,-0.6008142104656519,-1.825006145895906,9.982883320062907,5.5812823758814005,-3.003675036540252,-10.723158938033029,-7.40780169942592,ali_karatana
-18.716460396811605,-3.032432175203758,3.1596946385857376,4.6428089342175305,6.1615136757705375,4.373720403082188,5.6881118385945255,3.977212532221696,-1.2613233445347019,-7.454856738826076,-7.129828168660841,-1.4117515003446164,ali_karatana
-20.12507984516464,-3.204994131244263,1.7947724645471435,2.9304116453428657,5.208951816538348,6.428105347919796,4.716451782240736,-0.2590108699593696,-7.321380834467178,-6.8034713031246525,-5.403358815673142,-6.078362182159009,ali_karatana
-20.489147057956398,-3.2820825711945734,2.276830910539393,7.536381996854101,7.989698664629205,3.0980912489945878,6.549994363632538,12.339381975836861,9.472298054094418,5.233017449948609,-0.13403135913195166,-4.536052397399284,ali_karatana
-20.309221209004495,-2.943931545507115,2.8223073982193583,8.410823338752445,8.62355527772912,3.3476704837099533,6.995229717168802,5.9130236549277395,-1.7074692619029288,-4.758587925663188,-4.635097000228921,-11.731490418715778,ali_karatana
-18.53138458438242,0.0899588405264122,4.470000007601383,3.409453081269477,9.292979566897621,0.04034224804743492,6.77600844159328,4.071822851335179,-2.1468568666385988,-4.027561851967013,4.7978378789350895,-7.327020854336065,ali_karatana
-18.546899006590444,1.1630742621178702,3.5604280108566138,6.942293083692325,7.104362769924431,4.310655249495554,11.924124293316856,4.803936084614778,1.4242270769684962,-0.8069662162488168,3.953749421422081,-2.2629838945098144,ali_karatana
-19.56704397458068,-0.6416520950368025,0.3809541592965288,5.93397702233543,8.610896167368761,13.073262962644943,14.227810173363588,6.023613694717454,6.608758472209123,0.8593404691573423,0.8228955239888107,-1.4892507815771208,ali_karatana
-19.418037757802917,0.32787662562615993,0.23529804596868029,5.84113904893487,10.122741354539174,9.628202408135378,8.588662792834409,2.0617158426941744,0.651110178962278,-1.2411867789172641,0.37327525796082905,-3.3019712229117903,ali_karatana
-17.853222079922176,2.479451357424837,-0.38697123668950884,5.136533660261059,12.016189462115877,3.7236061158964766,0.007422771749424768,1.1995226874734648,-3.647341040257263,-8.237277698409448,-7.842947291041608,-3.4888256193450786,ali_karatana
-18.147840122702352,2.6595737609323113,6.016674863076092,9.260210065130263,6.484329587504505,-0.8974450195951629,3.1218444922660304,1.8561679828364186,-0.32885769137541554,-6.909512426890893,-11.340738695609758,-3.5801684097111828,ali_karatana
-18.52704456745868,3.024176842532274,6.265581397263604,10.408545698116725,7.332335212342655,1.336161304941652,1.8906000313673583,-2.159312655496028,-1.391553701935703,0.8618319393541007,-3.888863646034686,-7.396725735689192,ali_karatana
-17.97927074585443,0.26506643403969105,1.3219626094328816,5.20576364114488,6.052291620205966,6.906335475864348,3.2812594720132457,-0.9946588136769432,-3.506603982937321,0.3919061170825556,-4.801699026446432,-8.635401813934651,ali_karatana
-16.860247759465214,0.1859629474493401,1.669347120375453,7.7939890727738845,10.978960888429995,11.497927231203365,-1.0817931631606883,-2.1759948982604107,-6.545022088879194,3.8666155775247337,-6.11702124746054,-5.911954141477673,ali_karatana
-18.474433852940603,-3.282678279313809,0.8045099915392387,5.1615574191783615,12.498932067085233,10.380782569792796,-7.278257094667122,-2.6439595254832073,-6.468233567445395,-0.3736070879480701,-8.496157969048586,-7.910123525571918,ali_karatana
-18.921475879819194,-1.905729733539585,1.852930959159782,4.9560589454686115,5.1121078974126535,8.675248612786044,-1.478759340057758,1.0136133340354874,-4.197253169219545,-11.169272200658275,-10.868750211064592,-8.765536915709548,ali_karatana
-19.38439774276679,-3.187736661364125,0.6605580465960884,2.3198077665248062,10.902211869931676,15.097759366872406,9.234975197634235,1.5781701456147128,-2.6295543987895966,-6.142227910020528,0.9266887102244188,-4.816836435533586,ali_karatana
-17.613127758963742,-0.23619789952851544,1.3537614257683441,6.633855890864506,12.311964403584058,6.915995938090575,4.2757128490069105,-3.14026907243407,-2.003210302442771,-1.4995745755273837,-0.7831558170739414,-11.318233157448939,ali_karatana
-20.10219462356065,-2.2632919394706876,1.3376361650993087,9.651556787083853,16.567470907787296,9.935376254278678,1.374575102754314,-2.8945774250814025,4.316422124733048,2.9216062329661328,1.1681632576803695,-11.564493456104426,ali_karatana
-20.109461019835727,-2.1477598767092707,2.4496880352153005,12.371289472523447,12.151324052805892,4.075775384687915,3.372912034275797,6.5220776849365745,5.490439217325067,-3.87780044240541,-2.3180615425134685,-11.4836286286676,ali_karatana
